City ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed
273,Todos Santos,MX,23.45,-110.22,2020-04-11,68.0,81.0,98.0,1.99
274,Kuju,IN,23.72,85.5,2020-04-11,91.4,24.0,0.0,5.82
275,Cedral,MX,23.8,-100.73,2020-04-11,70.27,34.0,74.0,6.93
276,Cockburn Town,BS,24.03,-74.52,2020-04-11,77.05,85.0,8.0,5.53
277,Ishigaki,JP,24.34,124.16,2020-04-11,77.0,73.0,40.0,10.29
278,Andros Town,BS,24.7,-77.77,2020-04-11,73.4,78.0,75.0,4.7
279,Ormara,PK,25.21,64.64,2020-04-11,85.62,49.0,2.0,2.1
280,Esna,EG,25.29,32.55,2020-04-11,60.8,55.0,25.0,3.36
281,Qujing,CN,25.48,103.78,2020-04-11,70.16,24.0,23.0,2.82
282,Adrar,DZ,25.75,-1.0,2020-04-11,76.6,17.0,0.0,9.1
283,Nishihara,JP,26.18,127.76,2020-04-11,75.2,60.0,40.0,11.41
284,Sayhat,SA,26.49,50.04,2020-04-11,93.2,74.0,94.0,9.17
285,Nago,JP,26.59,127.98,2020-04-11,75.2,60.0,40.0,12.75
286,Santa Barbara,MX,26.8,-105.82,2020-04-11,52.45,24.0,33.0,6.91
287,Caohai,CN,26.87,104.28,2020-04-11,52.14,38.0,97.0,8.03
288,Sabha,LY,27.04,14.43,2020-04-11,63.48,25.0,0.0,15.86
289,Jensen Beach,US,27.25,-80.23,2020-04-11,77.0,73.0,90.0,9.17
290,Abnub,EG,27.27,31.15,2020-04-11,55.4,58.0,0.0,8.05
291,Gopamau,IN,27.55,80.28,2020-04-11,100.71,13.0,0.0,11.9
292,Kathmandu,NP,27.72,85.32,2020-04-11,75.2,33.0,20.0,3.36
293,Tezu,IN,27.92,96.17,2020-04-11,94.66,14.0,0.0,5.06
294,Guerrero Negro,MX,27.98,-114.06,2020-04-11,59.61,67.0,1.0,9.6
295,Pokhara,NP,28.23,83.98,2020-04-11,82.54,12.0,14.0,4.32
296,Santa Isabel,MX,28.38,-113.35,2020-04-11,51.62,56.0,0.0,7.36
297,Los Llanos De Aridane,ES,28.66,-17.92,2020-04-11,68.0,72.0,90.0,6.93
298,Teguise,ES,29.06,-13.56,2020-04-11,64.4,77.0,20.0,9.17
299,Awjilah,LY,29.11,21.29,2020-04-11,58.15,57.0,0.0,8.32
300,Jumla,NP,29.27,82.18,2020-04-11,60.01,64.0,14.0,2.84
301,Bayan,KW,29.3,48.05,2020-04-11,78.8,31.0,22.0,16.11
302,Suez,EG,29.97,32.53,2020-04-11,60.37,60.0,0.0,4.68
303,Sakakah,SA,29.97,40.21,2020-04-11,55.4,50.0,20.0,8.05
304,Callaway,US,30.15,-85.57,2020-04-11,60.8,44.0,1.0,6.93
305,Rudbar,AF,30.15,62.6,2020-04-11,84.04,23.0,100.0,8.57
306,Ajdabiya,LY,30.76,20.23,2020-04-11,58.26,66.0,2.0,5.79
307,Yushan,CN,31.38,120.95,2020-04-11,55.0,87.0,90.0,15.66
308,Kushima,JP,31.46,131.23,2020-04-11,66.2,48.0,75.0,8.05
309,Nichinan,JP,31.6,131.37,2020-04-11,66.2,48.0,75.0,10.29
310,Hamilton,BM,32.29,-64.78,2020-04-11,64.0,82.0,90.0,20.8
311,Asfi,MA,32.3,-9.24,2020-04-11,61.05,84.0,86.0,14.9
312,Saint George,BM,32.38,-64.68,2020-04-11,64.99,82.0,90.0,18.34
313,Guangyuan,CN,32.44,105.82,2020-04-11,60.01,28.0,92.0,8.19
314,Ponta Do Sol,PT,32.67,-17.1,2020-04-11,64.4,77.0,20.0,10.29
315,Porto Santo,PT,33.07,-16.34,2020-04-11,64.4,72.0,20.0,10.29
316,Camacha,PT,33.08,-16.33,2020-04-11,64.4,77.0,40.0,11.41
317,Muroto,JP,33.28,134.15,2020-04-11,59.0,58.0,75.0,11.41
318,Jand,PK,33.43,72.02,2020-04-11,83.28,28.0,63.0,2.77
319,Lubbock,US,33.6,-101.83,2020-04-11,57.0,71.0,20.0,12.75
320,Tabas,IR,33.6,56.92,2020-04-11,79.74,27.0,98.0,24.9
321,Shingu,JP,33.73,135.98,2020-04-11,57.2,54.0,75.0,12.75
322,Rancho Palos Verdes,US,33.74,-118.39,2020-04-11,57.99,82.0,1.0,3.36
323,Show Low,US,34.25,-110.03,2020-04-11,46.4,35.0,1.0,1.61
324,Panjab,AF,34.39,67.02,2020-04-11,42.31,34.0,98.0,3.6
325,Dillon,US,34.42,-79.37,2020-04-11,44.01,93.0,1.0,4.99
326,Hot Springs,US,34.5,-93.06,2020-04-11,48.2,57.0,1.0,5.82
327,Lompoc,US,34.64,-120.46,2020-04-11,55.4,93.0,1.0,8.05
328,Tateyama,JP,34.98,139.87,2020-04-11,60.01,44.0,75.0,6.93
329,Katsuura,JP,35.13,140.3,2020-04-11,62.01,38.0,75.0,9.17
330,Pampa,US,35.54,-100.96,2020-04-11,60.8,58.0,1.0,24.16
331,Hasaki,JP,35.73,140.83,2020-04-11,68.0,46.0,20.0,13.87
332,Zhoucheng,CN,35.91,116.31,2020-04-11,63.09,29.0,18.0,9.71
333,Greeneville,US,36.16,-82.83,2020-04-11,41.0,48.0,1.0,2.51
334,Pahrump,US,36.21,-115.98,2020-04-11,54.0,57.0,40.0,8.05
335,Medea,DZ,36.26,2.75,2020-04-11,50.0,93.0,75.0,0.98
336,Qazvin,IR,36.28,50.0,2020-04-11,44.6,100.0,90.0,11.41
337,Rogers,US,36.37,-95.58,2020-04-11,57.2,37.0,1.0,8.05
338,Pacific Grove,US,36.62,-121.92,2020-04-11,55.99,76.0,20.0,6.93
339,Half Moon Bay,US,37.46,-122.43,2020-04-11,55.99,87.0,20.0,6.93
340,Alamosa,US,37.47,-105.87,2020-04-11,42.8,18.0,1.0,4.7
341,Eregli,TR,37.51,34.05,2020-04-11,47.64,33.0,0.0,4.12
342,Vila Franca Do Campo,PT,37.72,-25.43,2020-04-11,57.2,76.0,20.0,6.93
343,Lithakia,GR,37.72,20.83,2020-04-11,44.6,93.0,0.0,4.7
344,Dodge City,US,37.75,-100.02,2020-04-11,57.2,58.0,1.0,9.17
345,Soma,JP,37.8,140.92,2020-04-11,55.99,43.0,40.0,14.99
346,Cefalu,IT,38.04,14.02,2020-04-11,55.99,81.0,9.0,3.0
347,Siderno,IT,38.28,16.3,2020-04-11,57.99,62.0,0.0,6.93
348,Great Bend,US,38.36,-98.76,2020-04-11,55.4,50.0,1.0,18.34
349,Shache,CN,38.42,77.24,2020-04-11,71.96,11.0,76.0,5.55
350,Ribeira Grande,PT,38.52,-28.7,2020-04-11,60.84,72.0,89.0,4.76
351,Elvas,PT,38.88,-7.16,2020-04-11,54.0,93.0,56.0,2.24
352,Lagoa,PT,39.05,-27.98,2020-04-11,61.02,71.0,71.0,7.63
353,Bergama,TR,39.12,27.18,2020-04-11,57.2,67.0,0.0,5.82
354,Carbonia,IT,39.17,8.52,2020-04-11,52.0,100.0,5.0,3.36
355,Hamilton,US,39.18,-84.53,2020-04-11,41.0,74.0,1.0,4.45
356,Shitanjing,CN,39.23,106.34,2020-04-11,48.56,21.0,0.0,8.84
357,Fallon,US,39.47,-118.78,2020-04-11,48.99,52.0,1.0,3.36
358,Balkanabat,TM,39.51,54.37,2020-04-11,54.55,70.0,82.0,1.61
359,Jiuquan,CN,39.74,98.52,2020-04-11,63.41,11.0,0.0,16.24
360,Indiana,US,40.0,-86.25,2020-04-11,44.01,65.0,40.0,3.36
361,Lancaster,US,40.25,-76.25,2020-04-11,39.99,48.0,1.0,16.11
362,Yumen,CN,40.28,97.2,2020-04-11,63.03,11.0,0.0,22.91
363,Artyom,AZ,40.47,50.33,2020-04-11,51.8,76.0,75.0,4.7
364,Fortuna,US,40.6,-124.16,2020-04-11,53.01,100.0,90.0,3.89
365,Gerede,TR,40.8,32.2,2020-04-11,44.19,32.0,0.0,2.86
366,Elko,US,41.0,-115.5,2020-04-11,48.0,39.0,1.0,5.79
367,Aksu,CN,41.12,80.26,2020-04-11,67.8,14.0,78.0,5.46
368,Gazojak,TM,41.19,61.4,2020-04-11,64.47,27.0,30.0,9.64
369,Kewanee,US,41.25,-89.92,2020-04-11,46.99,52.0,90.0,3.36
370,Nantucket,US,41.28,-70.1,2020-04-11,41.0,86.0,1.0,12.75
371,Bethel,US,41.37,-73.41,2020-04-11,45.0,56.0,90.0,9.17
372,Boyabat,TR,41.47,34.77,2020-04-11,51.35,39.0,0.0,4.83
373,Bafra,TR,41.57,35.91,2020-04-11,46.4,61.0,10.0,4.68
374,Tsalka,GE,41.59,44.09,2020-04-11,39.85,38.0,65.0,5.06
375,Korla,CN,41.76,86.15,2020-04-11,68.16,15.0,33.0,4.83
376,Fiumicino,IT,41.77,12.23,2020-04-11,54.0,75.0,0.0,1.12
377,Derbent,RU,42.07,48.29,2020-04-11,50.76,61.0,80.0,4.05
378,Palmer,US,42.16,-72.33,2020-04-11,39.99,64.0,1.0,10.29
379,Chifeng,CN,42.27,118.96,2020-04-11,59.38,21.0,0.0,19.8
380,Khasan,RU,42.43,130.64,2020-04-11,45.36,60.0,66.0,10.87
381,Helong,CN,42.54,129.0,2020-04-11,50.52,38.0,52.0,8.48
382,Muros,ES,42.78,-9.06,2020-04-11,57.0,100.0,75.0,1.12
383,Georgiyevka,KZ,43.04,74.71,2020-04-11,46.4,65.0,20.0,8.95
384,Mountain Home,US,43.13,-115.69,2020-04-11,62.6,29.0,1.0,8.05
385,Carballo,ES,43.21,-8.69,2020-04-11,55.99,100.0,90.0,2.24
386,Nemuro,JP,43.32,145.57,2020-04-11,35.6,55.0,20.0,14.99
387,North Bend,US,43.41,-124.22,2020-04-11,50.0,93.0,90.0,12.75
388,Erenhot,CN,43.65,111.98,2020-04-11,53.15,21.0,0.0,10.85
389,Gornoye Loo,RU,43.71,39.6,2020-04-11,51.01,87.0,90.0,4.47
390,Komsomolskiy,RU,43.98,46.7,2020-04-11,52.2,51.0,0.0,2.21
391,Pierre,US,44.37,-100.35,2020-04-11,46.0,60.0,20.0,5.82
392,Arkhipo-Osipovka,RU,44.37,38.52,2020-04-11,52.41,70.0,51.0,12.37
393,Divnomorskoye,RU,44.5,38.14,2020-04-11,51.67,75.0,46.0,9.89
394,Kamen-Rybolov,RU,44.75,132.04,2020-04-11,47.23,44.0,42.0,13.89
395,Uhlove,UA,44.82,33.6,2020-04-11,48.96,60.0,5.0,13.69
396,Briancon,FR,44.9,6.65,2020-04-11,51.01,37.0,0.0,1.14
397,Marinette,US,45.1,-87.63,2020-04-11,35.6,80.0,75.0,3.36
398,Aberdeen,US,45.46,-98.49,2020-04-11,43.0,65.0,20.0,6.93
399,Voyinka,UA,45.87,33.99,2020-04-11,48.61,59.0,16.0,13.18
400,Domodossola,IT,46.12,8.29,2020-04-11,54.0,75.0,0.0,4.47
401,Yashkul,RU,46.17,45.34,2020-04-11,51.28,47.0,0.0,10.45
402,Maniwaki,CA,46.38,-75.97,2020-04-11,26.28,95.0,15.0,8.21
403,Kyrylivka,UA,46.38,35.37,2020-04-11,49.57,60.0,14.0,15.73
404,Vostok,RU,46.49,135.88,2020-04-11,39.47,49.0,72.0,4.63
405,Autun,FR,46.95,4.3,2020-04-11,42.8,86.0,0.0,0.78
406,Marystown,CA,47.17,-55.15,2020-04-11,34.41,93.0,82.0,14.32
407,La Baule-Escoublac,FR,47.29,-2.36,2020-04-11,51.8,87.0,0.0,1.12
408,Volnovakha,UA,47.6,37.5,2020-04-11,46.99,100.0,7.0,14.0
409,Torbay,CA,47.67,-52.73,2020-04-11,39.0,93.0,90.0,5.82
410,Altay,CN,47.87,88.12,2020-04-11,49.96,39.0,95.0,2.24
411,Leninskoye,RU,47.94,132.62,2020-04-11,51.13,39.0,11.0,8.61
412,Saly,HU,47.95,20.67,2020-04-11,50.09,48.0,33.0,4.7
413,Bonavista,CA,48.65,-53.11,2020-04-11,37.0,84.0,86.0,5.01
414,Atikokan,CA,48.76,-91.62,2020-04-11,27.88,89.0,84.0,5.66
415,Chalons-En-Champagne,FR,48.95,4.37,2020-04-11,48.2,87.0,79.0,6.93
416,Erdenet,MN,49.03,104.08,2020-04-11,55.17,20.0,0.0,8.01
417,Shubarkuduk,KZ,49.14,56.49,2020-04-11,52.02,41.0,95.0,13.42
418,Carman,CA,49.5,-98.0,2020-04-11,44.6,70.0,90.0,9.17
419,Ulaangom,MN,49.98,92.07,2020-04-11,32.25,70.0,62.0,2.15
420,Suhbaatar,MN,50.23,106.21,2020-04-11,63.27,20.0,0.0,7.81
421,Erzin,RU,50.26,95.16,2020-04-11,35.46,59.0,94.0,3.15
422,Aqtobe,KZ,50.28,57.21,2020-04-11,53.6,40.0,94.0,13.42
423,Kholtoson,RU,50.3,103.31,2020-04-11,59.97,19.0,43.0,5.03
424,Talakan,RU,50.32,130.37,2020-04-11,54.01,37.0,22.0,7.47
425,High River,CA,50.58,-113.87,2020-04-11,27.0,86.0,90.0,9.04
426,Severo-Kurilsk,RU,50.68,156.12,2020-04-11,31.95,93.0,49.0,6.55
427,Port Hardy,CA,50.7,-127.42,2020-04-11,42.8,75.0,20.0,5.82
428,Derzhavinsk,KZ,51.1,66.32,2020-04-11,49.44,47.0,100.0,12.84
429,Zmeinogorsk,RU,51.16,82.19,2020-04-11,46.83,44.0,0.0,4.14
430,Aksay,KZ,51.17,52.99,2020-04-11,50.9,45.0,0.0,15.19
431,Astana,KZ,51.18,71.45,2020-04-11,48.2,49.0,10.0,6.71
432,Gorin,RU,51.2,136.67,2020-04-11,48.4,46.0,0.0,0.34
433,Novotroitsk,RU,51.2,58.33,2020-04-11,44.6,75.0,75.0,13.42
434,Dergachi,RU,51.23,48.77,2020-04-11,48.85,47.0,95.0,15.66
435,Chadan,RU,51.28,91.58,2020-04-11,43.99,41.0,24.0,0.58
436,Kamenka,RU,51.32,42.77,2020-04-11,35.01,94.0,96.0,9.82
437,Repnoye,RU,51.59,43.19,2020-04-11,41.0,91.0,100.0,8.01
438,Berezovyy,RU,51.67,135.7,2020-04-11,53.31,34.0,0.0,1.88
439,Tahe,CN,52.33,124.73,2020-04-11,55.54,37.0,0.0,9.78
440,Jasper,CA,52.88,-118.09,2020-04-11,20.23,78.0,99.0,5.84
441,Okha,RU,53.57,142.95,2020-04-11,34.23,86.0,0.0,8.61
442,Kirgiz-Miyaki,RU,53.63,54.8,2020-04-11,45.37,56.0,3.0,13.67
443,Zeya,RU,53.75,127.27,2020-04-11,54.39,43.0,25.0,7.47
444,Yepifan,RU,53.83,38.55,2020-04-11,39.02,65.0,74.0,10.4
445,Amazar,RU,53.86,120.88,2020-04-11,55.74,37.0,4.0,3.44
446,Sergeyevka,KZ,53.88,67.42,2020-04-11,48.83,53.0,34.0,8.48
447,Prince Rupert,CA,54.32,-130.32,2020-04-11,44.6,45.0,1.0,10.29
448,Sobolevo,RU,54.43,31.9,2020-04-11,34.21,83.0,99.0,9.04
449,Killybegs,IE,54.63,-8.45,2020-04-11,46.0,94.0,97.0,1.01
450,Chumikan,RU,54.72,135.31,2020-04-11,48.7,54.0,18.0,7.02
451,Flin Flon,CA,54.77,-101.86,2020-04-11,22.15,94.0,90.0,12.44
452,Smithers,CA,54.78,-127.17,2020-04-11,35.6,37.0,1.0,6.93
453,Svetlogorsk,RU,54.94,20.15,2020-04-11,32.0,69.0,0.0,4.47
454,Blyth,GB,55.13,-1.51,2020-04-11,55.99,76.0,100.0,5.82
455,Tynda,RU,55.17,124.72,2020-04-11,46.2,59.0,69.0,6.17
456,Ketchikan,US,55.34,-131.65,2020-04-11,46.4,45.0,1.0,12.75
457,Thompson,CA,55.74,-97.86,2020-04-11,28.4,68.0,90.0,3.36
458,Shestakovo,RU,56.49,103.96,2020-04-11,36.68,81.0,100.0,5.93
459,Serebryanyy Bor,RU,56.8,124.8,2020-04-11,39.25,64.0,83.0,6.55
460,Barda,RU,56.93,55.59,2020-04-11,45.37,54.0,100.0,18.37
461,Sitka,US,57.05,-135.33,2020-04-11,42.8,35.0,1.0,4.7
462,Ust-Ishim,RU,57.69,71.17,2020-04-11,45.07,83.0,73.0,5.14
463,Kodiak,US,57.79,-152.41,2020-04-11,37.4,69.0,75.0,9.17
464,Wick,GB,58.43,-3.08,2020-04-11,50.0,93.0,98.0,4.7
465,Varhaug,NO,58.61,5.65,2020-04-11,43.0,88.0,75.0,8.05
466,Kodinsk,RU,58.69,99.18,2020-04-11,43.93,57.0,5.0,7.65
467,Kologriv,RU,58.83,44.32,2020-04-11,33.26,83.0,95.0,5.21
468,Nizhniy Kuranakh,RU,58.84,125.49,2020-04-11,38.82,62.0,97.0,5.39
469,Okhotsk,RU,59.38,143.3,2020-04-11,33.1,91.0,78.0,3.49
470,Magadan,RU,59.57,150.8,2020-04-11,25.68,94.0,46.0,3.6
471,Nikolskoye,RU,59.7,30.79,2020-04-11,33.01,77.0,75.0,8.95
472,Totma,RU,59.97,42.76,2020-04-11,31.28,87.0,94.0,4.52
473,Nanortalik,GL,60.14,-45.24,2020-04-11,32.5,89.0,100.0,4.03
474,Haines Junction,CA,60.75,-137.51,2020-04-11,16.93,80.0,27.0,0.98
475,Narsaq,GL,60.92,-46.05,2020-04-11,46.4,33.0,100.0,18.34
476,Yerbogachen,RU,61.28,108.01,2020-04-11,36.66,79.0,100.0,7.34
477,Soderhamn,SE,61.3,17.06,2020-04-11,43.0,89.0,9.0,1.01
478,Talaya,RU,61.38,152.75,2020-04-11,23.18,87.0,23.0,6.93
479,Vagur,FO,61.47,-6.81,2020-04-11,46.09,98.0,100.0,15.26
480,Wasilla,US,61.58,-149.44,2020-04-11,39.2,23.0,1.0,4.7
481,Suoyarvi,RU,62.08,32.35,2020-04-11,30.99,87.0,29.0,6.89
482,Klaksvik,FO,62.23,-6.59,2020-04-11,44.6,100.0,100.0,8.05
483,Yellowknife,CA,62.46,-114.35,2020-04-11,15.01,78.0,75.0,8.05
484,Khandyga,RU,62.67,135.6,2020-04-11,35.89,86.0,28.0,9.64
485,Rochegda,RU,62.8,43.25,2020-04-11,27.86,87.0,15.0,4.07
486,Kuopio,FI,62.89,27.68,2020-04-11,28.4,92.0,90.0,8.05
487,Ostersund,SE,63.18,14.64,2020-04-11,30.2,80.0,40.0,5.82
488,Nyurba,RU,63.28,118.33,2020-04-11,38.57,70.0,100.0,8.52
489,Mayo,CA,63.59,-135.9,2020-04-11,32.0,87.0,75.0,2.24
490,Nizhniy Odes,RU,63.64,54.86,2020-04-11,25.5,93.0,99.0,6.38
491,Iqaluit,CA,63.75,-68.51,2020-04-11,14.0,78.0,75.0,3.09
492,Grindavik,IS,63.84,-22.43,2020-04-11,42.8,100.0,75.0,8.05
493,Nuuk,GL,64.18,-51.72,2020-04-11,28.4,79.0,100.0,1.12
494,Hofn,IS,64.25,-15.21,2020-04-11,43.63,85.0,100.0,12.1
495,Tura,RU,64.28,100.25,2020-04-11,32.41,78.0,100.0,17.29
496,Provideniya,RU,64.38,-173.3,2020-04-11,16.45,95.0,100.0,11.83
497,Nome,US,64.5,-165.41,2020-04-11,32.0,98.0,90.0,10.29
498,Anadyr,RU,64.75,177.48,2020-04-11,1.4,84.0,52.0,15.66
499,Fairbanks,US,64.84,-147.72,2020-04-11,33.8,86.0,90.0,3.47
500,Olafsvik,IS,64.89,-23.71,2020-04-11,36.86,83.0,49.0,16.55
501,Tarko-Sale,RU,64.92,77.78,2020-04-11,34.66,98.0,100.0,21.39
502,Norman Wells,CA,65.28,-126.83,2020-04-11,24.8,53.0,75.0,2.24
503,Tasiilaq,GL,65.61,-37.64,2020-04-11,19.4,67.0,98.0,2.24
504,Staryy Nadym,RU,65.61,72.68,2020-04-11,37.04,99.0,100.0,20.22
505,Akureyri,IS,65.68,-18.09,2020-04-11,26.6,100.0,90.0,5.82
506,Krasnoselkup,RU,65.7,82.47,2020-04-11,33.57,99.0,100.0,15.3
507,Pangody,RU,65.85,74.49,2020-04-11,36.16,98.0,100.0,19.26
508,Dalvik,IS,65.97,-18.53,2020-04-11,28.4,100.0,90.0,6.93
509,Aykhal,RU,66.0,111.5,2020-04-11,33.8,50.0,100.0,11.18
510,Inta,RU,66.03,60.17,2020-04-11,22.8,96.0,100.0,11.77
511,Pangnirtung,CA,66.15,-65.71,2020-04-11,14.45,79.0,98.0,4.47
512,Egvekinot,RU,66.32,-179.17,2020-04-11,8.85,84.0,22.0,3.31
513,Udachnyy,RU,66.42,112.4,2020-04-11,33.8,50.0,76.0,11.18
514,Zhigansk,RU,66.77,123.37,2020-04-11,32.88,92.0,50.0,15.73
515,Kovdor,RU,67.57,30.48,2020-04-11,22.93,91.0,71.0,7.31
516,Batagay,RU,67.63,134.63,2020-04-11,35.15,78.0,3.0,8.99
517,Sorland,NO,67.67,12.69,2020-04-11,34.11,80.0,100.0,10.89
518,Kiruna,SE,67.86,20.23,2020-04-11,19.4,62.0,44.0,6.93
519,Bilibino,RU,68.05,166.44,2020-04-11,13.44,85.0,100.0,3.89
520,Ostrovnoy,RU,68.05,39.51,2020-04-11,20.3,95.0,77.0,8.7
521,Aklavik,CA,68.22,-135.01,2020-04-11,17.6,67.0,75.0,3.36
522,Kangaatsiaq,GL,68.31,-53.46,2020-04-11,29.44,89.0,93.0,15.12
523,Stokmarknes,NO,68.56,14.91,2020-04-11,33.01,74.0,100.0,5.99
524,Cherskiy,RU,68.75,161.3,2020-04-11,19.85,97.0,100.0,9.42
525,Ilulissat,GL,69.22,-51.1,2020-04-11,21.2,57.0,69.0,2.24
526,Finnsnes,NO,69.23,17.98,2020-04-11,28.4,79.0,100.0,21.92
527,Deputatskiy,RU,69.3,139.9,2020-04-11,25.12,90.0,48.0,18.9
528,Andenes,NO,69.31,16.12,2020-04-11,30.2,86.0,100.0,10.29
529,Leningradskiy,RU,69.38,178.42,2020-04-11,13.46,86.0,95.0,8.32
530,Tuktoyaktuk,CA,69.45,-133.04,2020-04-11,1.4,77.0,20.0,9.17
531,Karasjok,NO,69.47,25.51,2020-04-11,28.4,68.0,88.0,19.46
532,Pevek,RU,69.7,170.31,2020-04-11,11.8,91.0,100.0,16.08
533,Ust-Kuyga,RU,70.02,135.6,2020-04-11,33.93,84.0,83.0,19.04
534,Skjervoy,NO,70.03,20.97,2020-04-11,31.46,94.0,100.0,22.08
535,Lakselv,NO,70.05,24.97,2020-04-11,27.0,73.0,96.0,21.92
536,Vardo,NO,70.37,31.11,2020-04-11,29.26,89.0,100.0,18.66
537,Clyde River,CA,70.47,-68.59,2020-04-11,3.2,91.0,90.0,16.11
538,Chokurdakh,RU,70.63,147.92,2020-04-11,23.86,95.0,56.0,13.98
539,Berlevag,NO,70.86,29.09,2020-04-11,28.35,91.0,99.0,15.59
540,Mehamn,NO,71.04,27.85,2020-04-11,27.91,91.0,100.0,11.74
541,Barrow,US,71.29,-156.79,2020-04-11,-2.2,77.0,90.0,8.05
542,Tiksi,RU,71.69,128.87,2020-04-11,29.17,93.0,95.0,35.34
543,Saskylakh,RU,71.92,114.08,2020-04-11,31.91,94.0,91.0,23.55
544,Khatanga,RU,71.97,102.5,2020-04-11,21.34,95.0,99.0,25.43
545,Upernavik,GL,72.79,-56.15,2020-04-11,10.62,82.0,0.0,9.08
546,Dikson,RU,73.51,80.55,2020-04-11,13.14,94.0,92.0,9.82
547,Qaanaaq,GL,77.48,-69.36,2020-04-11,3.83,72.0,47.0,7.38
548,Longyearbyen,SJ,78.22,15.64,2020-04-11,-7.6,76.0,20.0,3.36
